"","x"
"1",2.26000373920852
"2",2.25418935102995
"3",3.21040511616742
"4",3.13244609686981
"5",3.24217038747122
"6",3.23387827653063
"7",3.60477058803388
"8",3.7295084300073
"9",3.78535819331095
"10",3.22966962828119
"11",3.11104165966788
"12",2.55801072534898
"13",2.37102069812583
"14",1.80459342720814
"15",3.15358494967217
"16",3.32179335887489
"17",3.21290362674191
"18",3.78233746516676
"19",3.57013795928227
"20",4.41485677926458
"21",4.15911118234312
"22",3.98436580629758
"23",3.65117758692992
"24",2.95138950504309
"25",2.66315452688587
"26",2.30749634635475
"27",3.01104739606463
"28",2.94636414239381
"29",3.0221510377635
"30",2.82469323905992
"31",3.1197765555223
"32",3.24738553331392
"33",3.29559757811801
"34",3.09475887224397
"35",3.01397764320201
"36",3.01030441561501
"37",3.07143017158164
"38",2.81823904161668
"39",2.53491802564676
"40",3.16004316319839
"41",3.35620001573142
"42",3.72130928472815
"43",4.01083818704596
"44",4.61181514261396
"45",4.79559438310745
"46",4.52803009082275
"47",3.70586594661958
"48",3.03735394824481
"49",2.86005620179604
"50",2.72129542785223
"51",2.84581207704445
"52",3.00766084441926
"53",2.76190687389292
"54",3.04219258286104
"55",3.12544388007565
"56",3.10617734094259
"57",3.23401136910497
"58",2.83560362231856
"59",2.48672624332314
"60",2.34830738143829
"61",3.44689098394188
"62",3.64883840457675
"63",3.79646100145383
"64",3.31760589562798
"65",4.15425258747526
"66",3.45225608186798
"67",3.96499489019425
"68",4.3928934183931
"69",4.29981644080948
"70",4.16350147247618
"71",3.55890553569152
"72",3.1374035514078
"73",2.85954831837492
"74",2.96495194922469
"75",3.76330178161474
"76",3.97271601706281
"77",3.30215574863749
"78",3.95019098516482
"79",3.84406959351586
"80",4.2824825043375
"81",4.41823801663645
"82",4.08026947122998
"83",3.63495111208838
"84",3.23828621838802
"85",2.89092715918786
"86",2.99041482763048
"87",2.98011089265103
"88",2.93332481342537
"89",3.06152001409199
"90",3.28842462979552
"91",3.85995537623305
"92",3.96378968774995
"93",3.55334605881874
"94",3.20388603725642
"95",2.89056960869278
"96",2.90549351233994
"97",2.67983818043198
"98",2.45763536806414
"99",2.26174191769392
"100",2.27604465756345
"101",2.52172062291072
"102",2.51608226725645
"103",2.74855214441154
"104",2.92351993944007
"105",2.69268204698008
"106",2.65176987222104
"107",2.28566830764751
"108",2.4072330548457
"109",2.0464975055777
"110",3.23710859312926
"111",2.97960119785573
"112",2.93222788418446
"113",3.20001235642425
"114",3.23254321249578
"115",2.98424555305846
"116",3.42415407106517
"117",3.82948307116707
"118",3.06475292243293
"119",2.61680539091765
"120",2.61884879137695
"121",2.47401420862158
"122",2.40152504084895
"123",2.45841607460894
"124",2.86215173686478
"125",2.76344338500063
"126",2.91402239150057
"127",3.15785112303043
"128",3.59968843069268
"129",3.44545347291669
"130",2.97611782855041
"131",2.73197384602599
"132",2.32238772029023
"133",2.0541205285622
"134",3.09332016044328
"135",2.75684036527164
"136",3.21778456299182
"137",3.56040667368027
"138",3.1926016622867
"139",3.60522606911668
"140",3.73750293772627
"141",3.17607270254289
"142",2.96560892031685
"143",2.59943377342685
"144",2.43575667089301
"145",2.2388946743381
"146",3.67306675645164
"147",4.33525603605839
"148",3.92108440995021
"149",4.77861215792018
"150",4.31180533040081
"151",3.90560243762522
"152",3.52819217944513
"153",4.10347277304897
"154",3.83064173505693
"155",2.50558171774789
"156",2.53038711012095
"157",2.32779347499153
"158",3.27940632460823
"159",2.4209466279541
"160",2.53728560463291
"161",3.34771279926686
"162",2.69402060044102
"163",3.07572882631625
"164",2.40964416528745
"165",2.30956070673047
"166",2.45367251440371
"167",2.50552593699074
"168",1.93296963777958
"169",1.85938177228541
"170",2.9372874414563
"171",3.98175551442693
"172",3.32178349475791
"173",3.12079247003272
"174",3.14714653422764
"175",3.644565257838
"176",3.79638766182922
"177",4.14883958670837
"178",3.06407838037821
"179",2.88275336706724
"180",2.82166475824238
"181",2.67984560928146
"182",2.93633132357903
"183",3.6408273924798
"184",3.74303772387075
"185",2.84988824775028
"186",2.19880588197032
"187",2.87817733688106
"188",3.53200632177357
"189",3.82851167793108
"190",2.41097302140988
"191",2.49328258461417
"192",2.13507214549367
"193",3.06650755560303
"194",1.66720354928424
"195",2.76631910922619
"196",2.3494686788929
"197",2.69180394242381
"198",2.81346531526951
"199",3.49473832051464
"200",3.70212468086396
"201",3.50427429187672
"202",3.07734451809065
"203",2.64589532571144
"204",2.02668841031879
"205",1.75440368268429
"206",2.98158263794955
"207",3.17349687986928
"208",4.15870910989383
"209",3.80781711182654
"210",3.91788578569652
"211",4.17335802245345
"212",4.24316558845323
"213",4.29544380220957
"214",3.59194399592661
"215",3.15706495807465
"216",2.49070342707407
"217",2.37424662266527
"218",2.88489940443836
"219",3.38904506265602
"220",4.60748816406661
"221",3.65975741064606
"222",4.05307107690632
"223",4.32085134043188
"224",4.27547327823465
"225",4.30325260105964
"226",3.51217658290128
"227",3.03731877576376
"228",2.90142159408275
"229",2.67414864942653
"230",2.56464931245253
"231",2.61739583283408
"232",3.65093699031841
"233",4.04830062372069
"234",3.89448477245494
"235",3.78013597438549
"236",4.01807827968531
"237",4.08597631255158
"238",3.36112105813424
"239",3.04452243772342
"240",2.75698236577111
"241",3.57092140314327
"242",4.14630430115281
"243",4.17853098054851
"244",4.00003388275086
"245",3.67350139894599
"246",3.39114704580865
"247",3.73050112880476
"248",3.82431138332412
"249",4.07456806791778
"250",3.21792070221708
"251",2.74589389822788
"252",2.62243953962211
"253",1.94688852316069
"254",4.03684379712474
"255",3.41103004542023
"256",3.08457271179278
"257",3.32818678945924
"258",3.06724617027425
"259",3.3559141980179
"260",3.73706042723902
"261",3.0426757391492
"262",2.3787804350358
"263",2.6247477521813
"264",2.58012814166412
"265",2.57877696204449
"266",2.6416496049919
"267",3.8020591809202
"268",4.29611117104269
"269",3.75456659254411
"270",3.93903695429883
"271",4.00303196892688
"272",4.23397705827082
"273",4.40691864948646
"274",4.33914667097405
"275",3.82680775998486
"276",3.02431862351949
"277",2.29968971600225
"278",2.32374096493889
"279",3.09796739156987
"280",3.3665225306389
"281",3.31672282784288
"282",3.24755307003488
"283",3.64032088415034
"284",3.94570704462229
"285",3.31600488383705
"286",2.97445617519274
"287",2.51919989654216
"288",2.34964411819488
"289",2.6132703357988
"290",2.20785950004099
"291",2.69581736670562
"292",4.03210675764553
"293",3.12731114643941
"294",3.58943249556352
