"","x"
"1",1.56861591791385
"2",1.91692261218206
"3",2.41591377830105
"4",2.34180580614733
"5",2.18605127673809
"6",2.46809953147162
"7",2.53369681395743
"8",3.03974915897077
"9",3.37758751602302
"10",3.32143241319329
"11",2.9391619220656
"12",2.47653840011748
"13",1.93152141160321
"14",2.05412373369555
"15",2.76631910922619
"16",2.05412373369555
"17",2.15176220325946
"18",1.82454929205105
"19",2.2512917986065
"20",2.79116510781272
"21",2.46809953147162
"22",2.66025953726586
"23",2.68102152871429
"24",1.94591014905531
"25",1.48160454092422
"26",1.91692261218206
"27",2.11625551480255
"28",2.4932054526027
"29",2.52572864430826
"30",2.18605127673809
"31",2.07944154167984
"32",2.41591377830105
"33",3.24259235148552
"34",3.36384159511839
"35",2.84490938381941
"36",2.4932054526027
"37",2.23001440015921
"38",2.30258509299405
"39",2.50143595173921
"40",2.41591377830105
"41",2.54160199346455
"42",2.21920348405499
"43",2.15176220325946
"44",2.50959926237837
"45",2.55722731136763
"46",2.30258509299405
"47",2.34180580614733
"48",2.10413415427021
"49",2.33214389523559
"50",2.69462718077007
"51",2.53369681395743
"52",2.67414864942653
"53",2.57261223020711
"54",2.4932054526027
"55",2.50959926237837
"56",2.43361335540045
"57",3.37416870927424
"58",2.86789890204411
"59",2.95491027903374
"60",2.61739583283408
"61",2.40694510831829
"62",2.64617479738412
"63",3.08648663682246
"64",2.79116510781272
"65",2.46809953147162
"66",2.18605127673809
"67",1.90210752639692
"68",2.85647020622048
"69",3.32862668882732
"70",3.30688670219091
"71",2.87356463957978
"72",2.50959926237837
"73",2.31253542384721
"74",2.54160199346455
"75",2.28238238567653
"76",2.60268968544438
"77",2.41591377830105
"78",2.39789527279837
"79",2.30258509299405
"80",2.77881927199042
"81",2.57261223020711
"82",2.33214389523559
"83",2.24070968927596
"84",2.11625551480255
"85",1.90210752639692
"86",1.80828877117927
"87",1.98787434815435
"88",1.6094379124341
"89",1.62924053973028
"90",1.41098697371026
"91",1.06471073699243
"92",1.41098697371026
"93",1.02961941718116
"94",0.832909122935104
"95",0.78845736036427
"96",0.587786664902119
"97",1.45861502269952
"98",2.00148000021012
"99",2.58776403522771
"100",2.11625551480255
"101",2.18605127673809
"102",2.16332302566054
"103",1.90210752639692
"104",2.78501124223834
"105",3.05870707271538
"106",2.55722731136763
"107",2.45100509811232
"108",1.02961941718116
"109",1.50407739677627
"110",2.15176220325946
"111",2.4932054526027
"112",2.50959926237837
"113",1.82454929205105
"114",1.82454929205105
"115",1.85629799036563
"116",2.68784749378469
"117",2.77258872223978
"118",2.09186406167839
"119",2.24070968927596
"120",2.15176220325946
"121",2.37954613413017
"122",1.58923520511658
"123",2.23001440015921
"124",2.45100509811232
"125",2.21920348405499
"126",1.88706964903238
"127",2.33214389523559
"128",2.96010509591084
"129",2.87356463957978
"130",2.37954613413017
"131",2.18605127673809
"132",2.14006616349627
"133",1.68639895357023
"134",2.99573227355399
"135",2.63905732961526
"136",2.484906649788
"137",2.50143595173921
"138",2.61006979274201
"139",2.01490302054226
"140",2.98568193770049
"141",3.43720781918519
"142",3.60821155104648
"143",3.24649099190117
"144",2.74727091425549
"145",2.52572864430826
"146",2.84490938381941
"147",2.3887627892351
"148",2.65324196460722
"149",1.93152141160321
"150",1.87180217690159
"151",2.14006616349627
"152",2.80336038090653
"153",2.91235066461494
"154",2.45100509811232
"155",2.23001440015921
"156",1.93152141160321
"157",1.7227665977411
"158",2.61006979274201
"159",2.61006979274201
"160",2.54944517092557
"161",1.70474809223843
"162",1.97408102602201
"163",2.11625551480255
"164",2.81540871942271
"165",3.19867311755068
"166",2.80336038090653
"167",2.46809953147162
